	1	allele_10_IN_NC_012469.fna	allele_11_IN_NC_014251.fna	allele_12_IN_NC_003028.fna	allele_13_IN_18.spades_contigs.fasta	allele_14_IN_47.spades_contigs.fasta	allele_15_IN_25.spades_contigs.fasta	allele_16_IN_11.spades_contigs.fasta	allele_17_IN_9.spades_contigs.fasta	allele_18_IN_30.spades_contigs.fasta	allele_19_IN_41.spades_contigs.fasta	allele_20_IN_23.spades_contigs.fasta	allele_21_IN_36.spades_contigs.fasta	allele_22_IN_43.spades_contigs.fasta	allele_23_IN_14.spades_contigs.fasta	allele_24_IN_28.spades_contigs.fasta	allele_25_IN_50.spades_contigs.fasta	allele_26_IN_22.spades_contigs.fasta	allele_27_IN_7.spades_contigs.fasta	allele_28_IN_ERR124225.fa	allele_29_IN_ERR068020.fa	allele_2_IN_NC_008533.fna	allele_30_IN_ERR068021.fa	allele_31_IN_ERR069785.fa	allele_32_IN_ERR067986.fa	allele_33_IN_ERR069829.fa	allele_34_IN_ERR069722.fa	allele_35_IN_ERR067972.fa	allele_36_IN_ERR068041.fa	allele_37_IN_ERR129057.fa	allele_38_IN_ERR124263.fa	allele_39_IN_ERR124233.fa	allele_3_IN_NC_010380.fna	allele_40_IN_ERR129049.fa	allele_41_IN_ERR067961.fa	allele_42_IN_ERR129177.fa	allele_43_IN_ERR068023.fa	allele_44_IN_ERR068009.fa	allele_45_IN_ERR069811.fa	allele_46_IN_ERR129215.fa	allele_47_IN_ERR129186.fa	allele_48_IN_ERR129207.fa	allele_49_IN_ERR068039.fa	allele_4_IN_NC_017591.fna	allele_50_IN_ERR068010.fa	allele_51_IN_ERR129064.fa	allele_52_IN_ERR069769.fa	allele_53_IN_ERR124254.fa	allele_54_IN_ERR068040.fa	allele_55_IN_ERR129052.fa	allele_56_IN_ERR069790.fa	allele_57_IN_ERR069753.fa	allele_58_IN_ERR069810.fa	allele_59_IN_ERR067984.fa	allele_5_IN_NC_012466.fna	allele_60_IN_ERR069718.fa	allele_61_IN_ERR069692.fa	allele_62_IN_ERR069758.fa	allele_63_IN_ERR069797.fa	allele_64_IN_ERR124226.fa	allele_65_IN_ERR069800.fa	allele_66_IN_ERR129210.fa	allele_67_IN_ERR129213.fa	allele_68_IN_ERR069723.fa	allele_69_IN_ERR069717.fa	allele_6_IN_NC_012467.fna	allele_70_IN_ERR129144.fa	allele_7_IN_NC_021003.fna	allele_8_IN_NC_021006.fna	allele_9_IN_NC_017769.fna
allele_62_IN_ERR069758.fa	0.0	0.0	0.0	0.65829274545	0.771981242673	0.761169332598	0.707406364404	0.0	0.737308868502	0.615715823466	0.63786604813	0.659673659674	0.0	0.705411890163	0.732868757259	0.740370033364	0.644338118022	0.76597659766	0.741351782863	0.0	0.70184344109	0.737884872825	0.612816764133	0.675645959318	0.605734767025	0.672380952381	0.745043283999	0.0	0.761009982384	0.678433535576	0.762035010941	0.721757886223	0.0	0.6798098434	0.0	0.702110606465	0.0	0.907869481766	0.681032116388	0.749589939858	0.707278059184	0.701333333333	0.732730263158	0.0	0.701866666667	0.658550724638	0.784921763869	0.760056657224	0.0	0.761918274688	0.709980096673	0.618402282454	0.706289671091	0.605965463108	0.670588235294	0.680662983425	0.683559577677	0.626794258373	0.603589337556	0.690500774393	0.635172798216	0.730717549046	0.739619608894	1.0	0.709980096673	0.762606232295	0.0	0.0	0.0	0.0
allele_63_IN_ERR069797.fa	0.720624486442	0.0	0.661308840413	0.0	0.0	0.0	0.0	0.0	0.0	0.680722891566	0.0	0.65780730897	0.683232169954	0.678414096916	0.0	0.711483594864	0.649854862119	0.684509039348	0.658330126972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.983853606028	0.0	0.0	0.0	0.0	0.0	0.691606532472	0.0	0.682052937379	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.656826568266	0.0	0.0	0.0	0.0	0.647350993377	0.0	0.662241887906	0.0	0.0
allele_64_IN_ERR124226.fa	0.0	0.0	0.0	0.624561403509	0.719302742886	0.801709873138	0.788228667981	0.0	0.695107033639	0.0	0.643954769498	0.703444703445	0.0	0.672354038923	0.734030197445	0.745829542008	0.652790346908	0.77197719772	0.800428609697	0.607947019868	0.717339032861	0.801338688086	0.638645224172	0.0	0.0	0.778775510204	0.740296006702	0.0	0.766588373459	0.709045780474	1.0	0.692067988669	0.0	0.64932885906	0.0	0.696586938995	0.0	0.825610090485	0.687071095251	0.789502460361	0.674486803519	0.673066666667	0.758771929825	0.0	0.668	0.667536231884	0.856330014225	0.737665138851	0.0	0.69433427762	0.664486778504	0.0	0.666474321985	0.655939298796	0.758686730506	0.715193370166	0.689841089671	0.681396003377	0.655845869623	0.727929788332	0.605072463768	0.717606198237	0.775678552422	0.751058425064	0.662780779073	0.721550302364	0.0	0.0	0.0	0.736811254396
allele_65_IN_ERR069800.fa	0.0	0.0	0.796785304248	0.0	0.0	0.0	0.0	0.0	0.0	0.782423812899	0.0	0.855297157623	0.890743550835	0.874449339207	0.702380952381	0.0	0.0	0.783410138249	0.844702467344	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.746402178141	0.0	0.0	0.695152013147	0.0	0.0	0.0	0.67491926803	0.0	0.0	0.0	0.0	0.0	0.863569321534	0.0	0.857564575646	0.0	0.0	0.662724014337	0.0	0.868026163909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.802781740371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
allele_66_IN_ERR129210.fa	0.792351274788	0.0	1.0	0.680618744313	0.70633059789	0.707391064534	0.0	0.674431057564	0.0	0.0	0.696282121378	0.0	0.0	0.672533333333	0.0	0.615105908584	0.998294000569	0.705370537054	0.0	0.680536163083	0.0	0.0	0.0	0.61770779556	0.0	0.0	0.716052776251	0.762079510703	0.685175054705	0.661061177153	0.687074829932	0.0	0.702538949798	0.0	0.718124485879	0.679616817456	0.742326105322	0.67688616369	0.609587285311	0.633716270371	0.67928552386	0.6776	0.720357941834	0.654893502292	0.0	0.647203947368	0.712091038407	0.635259963051	0.771323914181	0.0	0.0	0.716716991491	0.674792392178	0.633181939621	0.726402188782	0.770615563298	0.676621417798	0.698766881973	0.0	0.789801699717	0.707067992475	0.870718232044	0.0	0.868450082736	0.0	0.786606129398	0.648803827751	0.68347826087	0.665916127216	0.721140276602
allele_67_IN_ERR129213.fa	0.0	0.0	0.0	0.689314194577	0.693155601128	0.77109762824	0.706561531963	0.0	0.681475029036	0.0	0.660191359814	0.66847966848	0.0	0.673420421221	0.711606096131	0.707006369427	0.699245852187	0.706726709823	0.766631186801	0.608278145695	1.0	0.718072289157	0.649366471735	0.0	0.0	0.714013605442	0.734990226194	0.704815864023	0.726365237816	0.683397683398	0.693322776458	0.702266288952	0.0	0.691834451902	0.0	0.998931338499	0.0	0.793803125857	0.66895415866	0.759978130126	0.675019994668	0.672533333333	0.716282894737	0.0	0.669333333333	0.68231884058	0.709815078236	0.721757886223	0.0	0.74767146486	0.660221779926	0.0	0.724177726486	0.631083202512	0.699863201094	0.690055248619	0.699489216799	0.733573357336	0.743435448578	0.708053691275	0.609531772575	0.696586938995	0.720064291455	0.630581039755	0.661927779357	0.720175920836	0.0	0.0	0.0	0.0
allele_68_IN_ERR069723.fa	0.690436241611	0.605232781839	0.0	0.61061266342	0.771395076202	0.706563706564	0.0	0.660527762507	0.655819084391	0.634002677376	0.696828868234	0.0	0.63315629742	0.0	0.689895470383	0.685471640886	0.675359233635	0.729007633588	0.685243104919	0.674859738178	0.73597359736	0.626231353786	0.0	0.620289106866	0.608711701735	0.698382231971	0.682490924323	0.717366628831	0.669115646259	0.0	0.0	0.61485745614	1.0	0.717563739377	0.650759797387	0.683537105488	0.666009574768	0.647466666667	0.664836673072	0.0	0.65209277526	0.646666666667	0.6036900369	0.769565217391	0.628487518355	0.636020490698	0.671692745377	0.649070021882	0.673791076676	0.699971775332	0.604136429608	0.0	0.635413876239	0.621890547264	0.646511627907	0.661049723757	0.885369532428	0.637635259963	0.0	0.715014164306	0.637959866221	0.6395746297	0.854226475279	0.664525993884	0.0	0.0	0.679118516528	0.613938053097	0.748912728327	0.0
allele_69_IN_ERR069717.fa	0.677852348993	0.614082339361	0.0	0.615739553961	0.703682719547	0.721731936018	0.0	0.624261187729	0.637617209046	0.671247938428	0.672917224752	0.0	0.633915022762	0.62187958884	0.707026713124	0.895056111617	0.698775944651	0.718544857768	0.665055444982	0.655623831151	0.709770948101	0.625451729479	0.0	0.69290913993	0.612772240679	0.615302585977	0.730522200503	0.698921679909	0.0	0.707443739181	0.701398409652	0.693256578947	0.710224166211	0.791617819461	0.609066666667	0.611483253589	0.679245283019	0.0	0.626132308537	0.666761444413	0.617435350573	0.614933333333	0.608487084871	0.735072463768	0.670950468541	0.706232294618	0.73627311522	0.0	0.615001913509	0.731865650579	0.604136429608	0.0	0.0	1.0	0.668946648427	0.640055248619	0.66334841629	0.665850340136	0.613830613831	0.0	0.682274247492	0.64451196354	0.0	0.684097859327	0.655089500401	0.0	0.629131953776	0.617256637168	0.941280093952	0.0
allele_6_IN_NC_012467.fna	0.604765817584	0.0	0.608878683506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.606866002215	0.631638846737	0.622613803231	0.618707482993	0.643366619116	0.601233671988	0.602977667494	0.609080415544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.660566917833	0.0	0.0	0.0	0.0	0.0	0.64982909229	0.0	0.668495803744	0.0	0.0	0.651612903226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.605904059041	0.0	0.0	0.0	0.0	1.0	0.0	0.616150442478	0.0	0.0
allele_70_IN_ERR129144.fa	0.644574944072	0.0	0.680693773102	0.716408856536	0.713919507819	0.792884721456	0.765136581245	0.997590361446	0.726696083839	0.0	0.686093479515	0.742035742036	0.0	0.689066666667	0.0	0.613712374582	1.0	0.672108077681	0.682399772533	0.724819663372	0.0	0.0	0.631091617934	0.728187919463	0.0	0.0	0.732197710137	0.764606265876	0.833150984683	0.0	0.745578231293	0.795504385965	0.637286169904	0.716877405168	0.732044198895	0.653393665158	0.0	0.693148493735	0.642105263158	0.76476849388	0.694748067182	0.6928	0.0	0.66115942029	0.0	0.725779036827	0.78719772404	0.753842005932	0.671376242805	0.636391437309	0.0	0.718912983805	0.781848004374	0.723483836495	0.739534883721	0.730070339977	0.723893303065	0.739577216676	0.650831353919	0.820126131067	0.617218543046	0.0	0.0	0.714576074332	0.0	0.0	0.725880139747	0.0	0.747074707471	0.728611898017
allele_7_IN_NC_021003.fna	0.0	0.0	0.777650210486	0.0	0.0	0.0	0.0	0.0	0.0	0.81396172927	0.0	0.999630860096	0.920713201821	0.922173274596	0.722789115646	0.0	0.0	0.814250265863	0.888969521045	0.881503987847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.773628938156	0.0	0.0	0.675842235004	0.0	0.0	0.0	0.661643344098	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.994833948339	0.0	0.0	0.649462365591	0.0	0.894959599846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.850213980029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
allele_8_IN_NC_021006.fna	0.686800894855	0.0	0.0	0.721872187219	0.679569341195	0.755929398787	0.816952970994	0.0	0.0	0.0	0.717253317946	0.628075628076	0.0	0.706744868035	0.0	0.0	0.739222990953	0.699971854771	0.695479101507	0.730448804085	0.695431472081	0.721820615797	0.633771929825	0.0	0.0	1.0	0.743265530511	0.74772985244	0.714914856136	0.717595146167	0.787199124726	0.674342105263	0.0	0.751841359773	0.0	0.676319758673	0.0	0.740060323554	0.664433811802	0.723814626306	0.708877632631	0.706933333333	0.0	0.744057971014	0.7016	0.68886492316	0.730867709815	0.749575070822	0.0	0.690657634773	0.0	0.762009332967	0.744669218152	0.662742019885	0.801915184679	0.764518002323	0.694874127995	0.722238329951	0.691739245183	0.694630872483	0.600331125828	0.664060318347	0.696500133583	0.677064220183	0.697185100938	0.6949003517	0.724033149171	0.0	0.0	0.0
allele_9_IN_NC_017769.fna	0.674217002237	0.0	0.0	0.0	0.681711606096	0.677606177606	0.0	0.0	0.668505239934	0.633734939759	0.635413876239	0.0	0.0	0.0	0.0	0.670267026703	0.643161255987	0.653258954786	0.69889110037	0.637731792529	0.676611314382	0.0	0.0	0.870254957507	0.0	0.661639703866	0.657504123145	0.675980807226	0.66231292517	0.648009232545	0.0	0.634046052632	0.667031164571	0.868271954674	0.628099173554	0.63257918552	0.699521261616	0.6248	0.0	0.0	0.629698747001	0.628	0.0	0.694782608696	0.0	0.616608250202	0.650071123755	0.0	0.0	1.0	0.0	0.668130661543	0.0	0.0	0.67633378933	0.729965156794	0.641492265696	0.624726477024	0.0	0.0	0.0	0.640044680257	0.700597099801	0.0	0.0	0.0	0.67044198895	0.0	0.670339228762	0.862656072645
